V1,V2
SULT1B1,0.994811184
PAK1,0.994782604
KRT16,0.99461672
CCNB1,0.99434467
FN1,0.994256086
GPR22,0.993661758
RHEX,0.993419332
CDSN,0.992249208
FGF14,0.99166811
TLCD3B,0.991184761
DEPDC1,0.990675263
CNTNAP2,0.990560111
LYPD2,0.990181347
NEIL3,0.989060313
VSIG1,0.989045625
TNFRSF18,0.988952935
LRRC71,0.988677393
CDKN3,0.986896771
GPR19,0.985984282
OR56A3,0.984799497
CDK1,0.984554563
C7orf57,0.984552427
PITX1,0.984224171
TNNI3,0.983810569
FAM133A,0.983576437
TM4SF20,0.983494257
KIF20A,0.983174344
ANO7,0.983111601
MYH6,0.983075358
MAST1,0.982791532
BUB1,0.982530412
COL2A1,0.9817784
TKTL2,0.981304249
ASPRV1,0.981070741
TAS1R3,0.981024944
GPRIN1,0.980923552
SPC25,0.980848104
KLK4,0.979788228
ABCA10,0.979175481
GAL3ST2,0.979167216
PIPOX,0.978906787
SLC12A5,0.976496057
ABCA9,0.976116915
ANGPTL8,0.976015442
SAMD11,0.975899582
CDC25C,0.975642178
RPTN,0.975481087
SMYD1,0.973183674
DUSP26,0.972881893
EMX1,0.972402784
RDH12,0.972178581
CBY2,0.971972008
KRT83,0.97196289
ENTPD8,0.971423966
CDC20B,0.970819393
MATN2,0.969569534
ARTN,0.969309743
GTSE1,0.968279694
CFB,0.967644629
FOXI2,0.965962249
ELAVL3,0.965920981
FOXE3,0.965617118
DUSP27,0.965589397
CCL7,0.965508637
CKAP2L,0.965197929
FAM234B,0.96470803
FAM135B,0.964464654
NOL4,0.963814978
DUPD1,0.963180127
NPTX2,0.963153788
DMRTC2,0.962847596
TMEM74B,0.962764047
SLC25A34,0.962522486
RRM2,0.962360465
CLPSL1,0.961799756
NUSAP1,0.961704398
SYN1,0.96113326
CFHR4,0.960853032
FBN3,0.9607498
TRIP13,0.960302412
CTXN3,0.959932748
DLGAP3,0.95973746
PAGE4,0.959645562
CENPF,0.959637347
MAGEB4,0.95956972
LCN2,0.959488581
USH1C,0.959338302
SSTR2,0.959313599
KHDC1L,0.959046163
MAGEB6,0.958308248
C1QTNF9,0.957306384
MNX1,0.956804505
FAM9A,0.956690491
OR13A1,0.956228563
SERPINB2,0.956064263
HCN4,0.956031841
GPX3,0.954966508
ANKRD34B,0.954615754
FNDC5,0.954459295
EBF1,0.952864851
MAB21L4,0.952710932
RNFT2,0.952423191
DNAH3,0.951889761
CDCA2,0.951620485
PPY,0.951502982
SH3GL2,0.950643869
GBP5,0.950519234
FAM72D,0.950201731
LEMD1,0.949920207
ITGA7,0.949470826
MAPK15,0.948687098
SLC17A3,0.948644264
ASPA,0.947925535
PHF21B,0.947425863
LKAAEAR1,0.947075612
CFAP20DC,0.946543757
LRRN4CL,0.946245257
PDE2A,0.946056175
ABCA8,0.945338976
CCDC185,0.945124845
CROCC2,0.944470938
ADRA1A,0.944436519
SLC45A2,0.944095248
CYSRT1,0.943833313
RAD51,0.94303106
CKS2,0.941544271
DPT,0.941413437
SKA3,0.941217938
STAG3,0.941198329
LBP,0.941195687
PIMREG,0.941119182
C11orf97,0.941089456
ZNF716,0.941029389
SYNDIG1,0.940347807
TNNI3K,0.939964387
RIPPLY3,0.93947881
PACSIN1,0.939062114
PRAME,0.939039134
GATA5,0.93903281
SLC16A7,0.938860578
DLGAP5,0.938784157
SP9,0.93831198
SVEP1,0.938307856
CFAP45,0.937656136
RBP2,0.937143371
RIMS4,0.9364379
CD36,0.936143207
LMOD1,0.936020419
MYO18B,0.935795101
NKAIN1,0.935609749
CAV2,0.935564353
RAX,0.935051496
OLFM4,0.934745136
PCDHGA8,0.934251654
NT5DC4,0.933844026
MAP3K19,0.932866663
RNF182,0.932624899
ALG1L,0.932469306
MUC6,0.932294387
FMO3,0.931732812
RET,0.931531962
SYNPR,0.931488265
RAD54L,0.930530875
BRINP2,0.930268034
TTK,0.930088965
TTBK1,0.92969303
SCRG1,0.92966966
NCAPG,0.929551221
CCL20,0.929296034
KRTAP3-1,0.929227677
WFDC13,0.929075805
NPHS2,0.928964
SLC38A11,0.928745108
C1orf94,0.928307455
POU5F2,0.928204746
CACNG7,0.927566693
DTL,0.925955962
CFAP77,0.925899588
OGDHL,0.925139573
PDLIM3,0.92498175
PRG4,0.924607884
HBA1,0.923545761
HOXD13,0.923172331
LRP1B,0.922187196
TMEM249,0.922092649
IZUMO2,0.921453377
SPAG5,0.921079645
ULBP2,0.920894837
POC1A,0.920804844
GJB6,0.920644384
KIF14,0.919801519
CDC45,0.919549668
P2RX2,0.919492233
ALPK3,0.919459599
CYP2C8,0.919306096
F12,0.919218121
PPP2R2C,0.919062521
FXYD1,0.918614343
HPDL,0.917135405
ONECUT1,0.917068161
MYPN,0.917047127
NMRK2,0.916969248
RMI2,0.916854164
BFSP2,0.916481234
PLP1,0.915860741
TMSB15A,0.915772511
ASPM,0.915084159
G0S2,0.914506014
TAFA3,0.913496783
PYY,0.913368038
IGFL2,0.913060677
C2orf50,0.912745317
JAKMIP1,0.912562693
B4GALNT1,0.912529596
MYMX,0.912033963
ANGPT4,0.911962918
DKK1,0.911644348
MARCHF11,0.911429269
H3C1,0.910922915
ZNF804A,0.910242372
NME1,0.909606812
KPNA2,0.909595486
ZWINT,0.909218531
EPHA8,0.908751807
PLN,0.908064495
FLG,0.90797065
PABPC1L2B,0.907864089
MKX,0.907807238
NCAPH,0.907038714
CENPW,0.906995257
TACC3,0.905792731
FAM72B,0.905429438
KIF26B,0.904711786
C6orf118,0.90455532
BMP8A,0.904279821
PI3,0.903382009
NIPSNAP3B,0.902817343
IFNB1,0.902216148
IGFBP6,0.901885356
PCDH8,0.901531772
ZBBX,0.901251008
SGO1,0.900994767
LAGE3,0.900630041
CCNA2,0.899925878
KCNK12,0.899728883
CD1A,0.899112379
MPZ,0.898767323
NEFL,0.898620881
GJA3,0.898534517
SGCA,0.898377573
NKX2-5,0.898210504
EN2,0.897865678
TEKT4,0.896449734
AUNIP,0.89638474
NOX5,0.895950829
GRIA1,0.89592805
CENPM,0.895559804
MT1H,0.895407533
CLDN18,0.894264447
LAG3,0.89342849
BUB1B,0.893236227
PPP1R1B,0.893111691
PPP1R1C,0.893100779
KIF23,0.89299702
STARD3,0.892816252
PIWIL3,0.89238862
CSMD2,0.892340269
CLSPN,0.891686244
DNAI2,0.891407042
BIRC5,0.890823993
CDC6,0.890667034
H2AC18,0.890292077
CCNI2,0.889990888
ODAPH,0.889937831
LACRT,0.889754037
C12orf56,0.889429683
DNAH11,0.889397914
ANKS4B,0.889041296
PANX3,0.888991145
PAX1,0.888819811
ISL2,0.888266131
RLN2,0.888023495
NAPSA,0.887863152
GALNT5,0.887680131
MYZAP,0.887065587
GCM1,0.886604005
MND1,0.886214162
TMEM132E,0.886088779
FAM72A,0.885506448
OIP5,0.885102964
MAL,0.885022994
H2AP,0.884712828
HMMR,0.884400453
GPBAR1,0.884374697
ZMAT4,0.884158379
WFDC10B,0.884077348
MMD,0.883971294
DNAAF6,0.883673477
MESP2,0.883596631
NHLH2,0.883232837
DGAT2L6,0.883179808
METRN,0.882839396
SPRR3,0.880991313
CIB3,0.880956031
NPY1R,0.880678769
KRT81,0.880156728
SLC28A2,0.880100855
PIF1,0.880086951
CASQ2,0.880069062
BRINP3,0.879966112
MUC20,0.879245442
DNAJC1,0.879000454
MTNR1B,0.878671237
PXDNL,0.878347744
ESM1,0.87829468
SOX3,0.877845492
ZNF703,0.877798139
MATN1,0.877714458
PLA2G4D,0.877021741
LYPD1,0.876872582
SLC17A8,0.876494977
CAPS,0.876311864
NBPF6,0.876237653
FAM71C,0.875743857
JPT1,0.875723415
GSN,0.875631535
CCNE2,0.875163677
RAET1L,0.874743165
ACOD1,0.874709147
HOXB5,0.874560938
ALAS2,0.874147998
CDH19,0.874006935
SLC25A48,0.873735124
NPHS1,0.873696973
FAM189A1,0.873300593
COL20A1,0.872920852
SYNE3,0.872679894
CREB3L1,0.871704213
MYBL1,0.871542242
TUBA3E,0.871207947
CDO1,0.870135036
PGAP3,0.870112526
RNF113B,0.870024652
GPIHBP1,0.869740141
BCAS1,0.869477
MAPK8IP2,0.869112462
GPR52,0.868979795
H2AC19,0.868588535
ART1,0.86818489
UGT3A2,0.867670668
CACHD1,0.867630325
PKHD1L1,0.867393228
ATG9B,0.867390752
SP5,0.867094272
L1CAM,0.867083415
MBL2,0.867053298
IL20RB,0.866741995
ILDR2,0.866684133
VSTM2L,0.86668286
OTX1,0.866503206
PPARG,0.866310084
PAFAH1B3,0.866074937
URAD,0.865697253
NOBOX,0.865590335
LYPD8,0.864958467
CLPS,0.864920638
PRSS35,0.864738037
CCL15,0.864124875
SELL,0.863667065
CCNO,0.863402992
GYS2,0.863025426
CFL2,0.862906508
SIM2,0.862681454
ZNF536,0.862588171
CXCL9,0.86193411
OBSCN,0.86168735
UNC5A,0.861656803
BCL2A1,0.861347928
CHST6,0.860783408
UNC5B,0.860303371
PRKCG,0.859362047
DISP3,0.859277928
FAM180B,0.858807895
PALMD,0.857652005
ERMN,0.857442329
PRKACB,0.857160257
GINS4,0.856815344
HCAR2,0.856252441
SH2D5,0.856106537
CENPE,0.855122961
NOTUM,0.854358256
SPTB,0.854289408
C4orf50,0.853912965
CEACAM16,0.853739572
TRIM43,0.853404831
TTC29,0.853399138
UNC79,0.85293536
ANKRD18B,0.852780945
LRRC10B,0.852379836
HSH2D,0.851875885
ARL14,0.850827348
GPR141,0.850514885
KCNU1,0.850142794
E2F2,0.8501013
TMPRSS11A,0.848777831
IGF1R,0.847817353
TINCR,0.847636241
TUNAR,0.847325835
AKR7A3,0.847132264
UCP1,0.846682991
ESPL1,0.846545128
HEBP1,0.845959471
SCT,0.845070192
DSPP,0.844941039
ATP12A,0.844614787
CCDC60,0.844455615
CCDC69,0.84406705
HOXC13,0.843722869
RGS7,0.84356173
CENPI,0.843503495
USP35,0.843263123
PRSS48,0.843188981
MAMDC2,0.843187928
MROH6,0.843058976
IL9,0.84297546
FAM72C,0.84277939
ERVFRD-1,0.842739477
HRG,0.842467311
CSN2,0.840611016
CACNA1H,0.839655399
KIF18A,0.83951218
CALCB,0.838683711
TTLL8,0.83853872
MAT1A,0.838068589
NMUR1,0.838026682
NUAK2,0.838018798
RPRM,0.83778552
ALX3,0.837747984
RNASEH2A,0.837640846
CST9,0.837192855
BHMT2,0.836853266
SAMD14,0.836660481
HMX1,0.836151092
GFRA3,0.835915077
MS4A3,0.835889848
ZAR1L,0.835845593
GINS1,0.835601985
KIRREL2,0.83504823
TMEM37,0.834995331
FCAMR,0.834889178
EXOC3L4,0.834457506
KIF15,0.834400898
KCNK10,0.833908569
CA2,0.833529881
MRPS30,0.833515986
HOXC11,0.833418804
HS3ST6,0.833183295
ZSCAN4,0.833181108
ERCC6L,0.833010068
RIPOR3,0.832919001
PSPH,0.832699016
GPC2,0.832599617
DCDC1,0.832184561
IGLL1,0.831872497
CCL17,0.831273808
NCAM2,0.830210926
AJM1,0.829413843
KRT31,0.828656901
MARCHF10,0.828638508
SHISA3,0.828482283
NMBR,0.828296113
DEPDC1B,0.828202175
ADAMTS19,0.828181772
C10orf99,0.827843803
ANKRD7,0.827798554
SLC16A6,0.827783733
MAD2L1,0.827319966
SIX2,0.827233616
FAM155A,0.827225862
HMGB3,0.827136008
REPS2,0.82691913
CCDC83,0.826846088
LRGUK,0.826762067
UGT1A10,0.826555637
GHR,0.82643345
GALNT15,0.825889823
IDO2,0.825640128
TAS2R30,0.825096267
PNPLA1,0.824579263
MMP26,0.824529117
TMEM45A,0.823712658
BICDL1,0.823627107
RIMS2,0.823545099
C10orf82,0.82347155
IL12RB2,0.823319455
RACGAP1,0.82329911
LINC00634,0.822697839
NEFH,0.822421764
PLXNA4,0.821936196
TICRR,0.821881032
EPPIN-WFDC6,0.821664642
IL4I1,0.821610713
CTXN1,0.821204279
SLC6A19,0.820937674
ITGB1BP2,0.820904391
SERPINA6,0.820320429
GKN2,0.819830875
SERPINA12,0.819440621
SHISA8,0.818925639
CHD5,0.818882283
EDN2,0.818243021
ATP6V1C2,0.818044814
RHBG,0.816868242
KIF11,0.816375094
VNN1,0.816263933
GP2,0.816129206
GDF15,0.815788928
GGH,0.815548529
H2BC11,0.815457132
CCL14,0.815418998
SLC5A2,0.815312918
LRRC46,0.814925308
GRM5,0.814880031
LIFR,0.814562917
FBXO43,0.81406845
THPO,0.814012284
TONSL,0.813772512
SMYD3,0.8132235
SMIM22,0.812985472
TPSG1,0.812832016
RUFY4,0.812662773
PFKFB1,0.81247696
KCNJ10,0.812218368
CENPU,0.812006845
RUSC1,0.81178158
LETM2,0.811664427
KNL1,0.810956394
FXYD4,0.810824166
MKI67,0.810714666
GPR146,0.810524987
OR8A1,0.810452365
WFDC6,0.809886902
H2BC5,0.809795011
POU5F1B,0.809716858
TLCD1,0.809666221
STXBP5L,0.809256637
TNNT1,0.808826825
HBG2,0.80813665
KAZALD1,0.808109341
GJB3,0.807992016
SHISAL1,0.807800973
C1QTNF6,0.807612395
DLK1,0.807581736
MME,0.807470439
RDM1,0.806876304
DQX1,0.80658288
TMPRSS6,0.806512903
TRHDE,0.806512113
ENKUR,0.806501711
MAP7D2,0.80636811
RAD51AP1,0.806235875
RPRML,0.806077339
GRM8,0.805989604
CCDC167,0.805920658
KCNK15,0.805388968
OXTR,0.805162965
APOC3,0.804864778
FOXA2,0.804666074
MAP1LC3C,0.804541134
TCHH,0.804444884
LAMP5,0.80424594
DMGDH,0.80406301
HAO2,0.803168866
ACOT6,0.803159945
VWA5B2,0.802808814
CCNP,0.802590567
TSGA10IP,0.802007277
ANKRD30B,0.801468829
SEC14L4,0.801127649
MISP,0.800739883
IL17REL,0.800219826
MTARC1,0.799897155
FOXA3,0.799749616
SIK2,0.799564086
EPB42,0.799453125
TPRG1,0.799358785
POLQ,0.798645942
METTL21C,0.798427406
DDR2,0.798008016
PCP4,0.797982606
ALDOB,0.797497503
SLC15A1,0.796765791
CCNA1,0.796347726
DDX4,0.796338491
PDK4,0.796213098
ACSL6,0.795930943
MDGA2,0.795401563
BYSL,0.795322255
ARHGEF39,0.795173498
SULF1,0.795004739
LEPR,0.794404101
DIAPH3,0.7939521
LSMEM2,0.793813133
OASL,0.793495497
CLPSL2,0.793085288
C6orf141,0.792658224
ZMYND10,0.792140594
LCN12,0.791591924
FZD4,0.791532045
NXPH4,0.791400509
MLXIPL,0.791299011
SGK2,0.79082045
TOP2A,0.790760903
TLX2,0.78992212
UTS2,0.789411042
FEN1,0.789400806
GOLGA8M,0.78933755
SLC39A4,0.788731226
ANKRD62,0.788147683
MTURN,0.788100115
LMNB1,0.787750843
ENO2,0.787604159
H2BC21,0.787068732
USP26,0.787066575
TPSD1,0.78619786
ISX,0.785863629
MAPK4,0.78543174
E2F7,0.784870993
PARD6B,0.784232582
GRB14,0.784123861
TMCC2,0.783781845
SLC52A2,0.783535763
GPC5,0.783439555
TSGA13,0.783330267
CHRNB2,0.783159197
HGH1,0.782963467
KIR2DL4,0.782823757
BRDT,0.782781651
DEGS2,0.782353226
POU3F1,0.782167996
PANX2,0.781925999
ERBB2,0.781907246
AMH,0.781792005
CHRD,0.780996639
TTLL12,0.78091893
MROH9,0.780894134
CFAP73,0.780878417
TMEM64,0.780833118
UPK3B,0.780677628
ZNRF3,0.780492965
CIBAR2,0.780328899
ADAM33,0.77932768
CBLIF,0.778925985
ALG8,0.778727446
HOXB6,0.778706952
SPEF1,0.778661776
PPP1R1A,0.778611405
TPRN,0.778569768
B3GNT7,0.77834847
LIMS2,0.778123911
DYNAP,0.778036535
TYMS,0.777836537
SRCIN1,0.777820921
FSIP1,0.777174037
FBXL6,0.77715441
LGI3,0.776846036
AC009779.3,0.776612389
IL17D,0.776430478
CACNG4,0.776381884
KRT72,0.776193536
H3C8,0.775553031
SERPINI1,0.775387229
PSAT1,0.775341923
SRPX,0.775341513
FANCI,0.775312435
CST11,0.774458719
SCGB1A1,0.77422473
IFNG,0.774078784
MS4A15,0.773965209
S100A14,0.773651205
ANO2,0.773060724
ATOH8,0.773006427
EZH2,0.772173678
ADGRB2,0.771974802
VSTM2A,0.771765061
CDT1,0.771640592
NAALAD2,0.771347
GPRC5A,0.771244711
ZIC1,0.77117056
ARNT2,0.770828277
SLC50A1,0.770587903
TPM2,0.770516932
H2AC7,0.769915044
KIFC2,0.769893907
ACSL1,0.769645622
FZD9,0.769378358
ESCO2,0.768671706
NIM1K,0.768652981
KRT39,0.768517272
H4C12,0.768007462
TEX47,0.767693451
LSM1,0.767097301
CLDN16,0.766505308
LRP8,0.766247868
SEMA3G,0.765938028
TAFA4,0.765603902
MYBPC1,0.765596498
VWA5B1,0.765553937
SLC17A7,0.765170623
KLHL29,0.76513384
NAT8L,0.765060382
SUSD2,0.764922243
F2,0.764510997
ADGB,0.764304852
DST,0.763706723
SCTR,0.763647782
EXOC2,0.76336022
MAP10,0.763278899
FAM178B,0.763136283
GJA1,0.762876918
STIL,0.762191038
CNTN2,0.761837243
STMND1,0.761367903
BSND,0.761342856
CDC25A,0.761279901
DNER,0.761271107
CDHR5,0.761242174
ASB4,0.760972071
LDB2,0.760664491
ZNF804B,0.760594444
DNASE1L2,0.760533981
KLF15,0.760430756
ORC1,0.75986105
BAIAP2L2,0.759292417
ANKRD53,0.75843761
DYDC2,0.758256324
MKRN3,0.758201894
KPNA7,0.757975118
PRRT4,0.757939167
SHROOM1,0.757708694
SLC23A1,0.757684608
FGD3,0.757403878
NSMCE4A,0.757191616
FAM71E2,0.756959647
STK31,0.756951022
ECE2,0.756334158
PLA2G10,0.756302776
PLPP7,0.756046918
CIT,0.75596711
DCAF4L1,0.755903878
BGN,0.755833995
CPNE7,0.755233748
KCNK5,0.755148012
CALCA,0.755139788
MMP12,0.754960469
NYX,0.754807065
MIOX,0.754763764
NPNT,0.754678278
H2AX,0.754192329
PCSK1N,0.754049274
RBMS3,0.753084926
PNLDC1,0.752625547
LAPTM4B,0.752230525
OVCH1,0.752149407
SLC8A3,0.752100609
SLC17A9,0.751900436
OTOS,0.751450552
CORO2B,0.75084468
CYP27B1,0.75054894
PROK1,0.750495635
STARD9,0.750369075
ADGRE3,0.75028665
CBS,0.750177543
SEL1L2,0.750104505
AVPR1B,0.750028192
PCDH19,0.749988721
RAG2,0.749899279
CRABP2,0.749860122
ANKRD23,0.749696683
TMEM92,0.749549293
CISD3,0.749349578
B4GALNT2,0.748882264
FLAD1,0.748292974
MYOG,0.748140599
NLRP11,0.748130892
ANGPTL5,0.747809347
EPPIN,0.747794735
LMNTD1,0.747781001
MFAP2,0.747462192
CYP21A2,0.746968944
CLGN,0.746780717
OTOP1,0.746518495
BEX1,0.74649466
POP4,0.746278029
C19orf81,0.745546641
CACNB2,0.745440132
LRRC3C,0.745292209
CEND1,0.745019318
MCM4,0.744912391
PABPC1L2A,0.744709477
C1QTNF12,0.74465133
ANGPTL1,0.744394023
TMEM171,0.743511627
IRF7,0.743367444
CCDC141,0.743321307
ECM2,0.743117775
TEX55,0.743062349
LHFPL3,0.742825367
TAP1,0.742751145
ATRNL1,0.742612911
TMEM158,0.742060925
CERS3,0.742013875
MUC1,0.741848811
SPIB,0.741485515
C16orf71,0.74134727
DSG1,0.74117782
USH1G,0.741121499
DDX39A,0.740448856
SLC25A4,0.740406966
ENHO,0.739905999
LCTL,0.739759642
STMN1,0.739593349
LGI1,0.739539926
PTPN1,0.739347652
PCP2,0.739314293
ADRB2,0.739101341
C9orf116,0.739044693
RHPN1,0.738616504
MYCN,0.738339731
RAET1E,0.737996701
ACOXL,0.737528815
ZAN,0.736459689
GLYATL2,0.736455134
TMEM252,0.736099805
VWA3A,0.735485359
RAPGEFL1,0.735011831
ACO1,0.734657341
NAT1,0.734653389
ECM1,0.734482873
ARHGAP11A,0.733631599
H4C9,0.733575463
PLAC9,0.733047764
SOX12,0.732953635
PYCR1,0.732774227
F7,0.732578747
GPHA2,0.732289673
PITX3,0.73194371
DPRX,0.731368567
PPP1R12B,0.731187103
PCGF2,0.730592827
VGLL1,0.729865903
DNAAF3,0.729659558
MCM2,0.729587738
C5orf46,0.729468884
TMC3,0.728855957
DGAT2,0.728777407
CIP2A,0.728489255
TAC3,0.728284823
CCNB3,0.728083913
CDH20,0.72768783
GINS2,0.727596548
LRRC52,0.727476581
GIPC2,0.727398112
DNAJC12,0.72738779
BPI,0.727336163
KRT9,0.726752647
HMSD,0.726532018
MICU3,0.726396793
TSPAN1,0.72612391
TSTA3,0.725881381
HOXA4,0.725769107
OPRK1,0.725504312
COMMD3-BMI1,0.725465484
ABCA6,0.725283365
RIMKLA,0.725260192
RDH10,0.724857044
EIF4EBP1,0.724634169
IQANK1,0.724218528
IFI27,0.724024273
SCGB1D2,0.723943591
SRD5A2,0.723763956
CLIC6,0.723707178
SLC2A6,0.723671904
PROC,0.723525605
H2BC12,0.723153531
BRIP1,0.723152852
CLIC3,0.722988024
PCDH11X,0.722551987
BOP1,0.722543938
SLC44A4,0.722482354
HS3ST3A1,0.722266099
H3C4,0.722155901
EPN3,0.722149185
ETV7,0.721856572
PRLH,0.721804869
FOXN4,0.721595323
SSTR1,0.721161796
PRR36,0.720878877
MMRN1,0.720020296
PLSCR4,0.719786041
MAB21L1,0.719584606
NNAT,0.719514207
TEX45,0.719316567
ADORA2A,0.719314851
BCAN,0.718669062
POLR3K,0.718598867
CETP,0.71857922
FGFR3,0.718527699
LINGO1,0.718092518
BLM,0.717980946
CLMP,0.716815008
MAZ,0.715800452
KCNV1,0.715599699
FOXD2,0.715381331
SOX11,0.714820626
ANXA9,0.714704492
C21orf58,0.713890223
C1QL4,0.713549877
KLHL35,0.713512308
NME1-NME2,0.713259557
ADAMTS14,0.713200197
LBX2,0.712414648
PCDHA1,0.712283326
EFNA2,0.712274748
INSL6,0.712141527
NOG,0.711868093
RTN4RL2,0.71182262
ARHGAP19-SLIT1,0.711665481
ARF1,0.711272307
GSDMC,0.711119223
ARMT1,0.711045675
PPP4C,0.710927623
JAM2,0.710612045
RNF224,0.710534353
SULT1E1,0.71044821
STX1A,0.710406927
RMND1,0.710367372
PRB3,0.710303511
TBX20,0.709781769
CFAP52,0.709492722
LHFPL6,0.709483928
PLPP3,0.709345095
FGFR2,0.709210758
CLEC2L,0.709197143
DPP3,0.708928684
TREX2,0.708859937
HAL,0.708761253
NTSR2,0.708733422
F10,0.708585892
MCIDAS,0.708562455
ADH4,0.708401047
PCTP,0.707721979
CRISPLD1,0.707055903
PGLYRP2,0.706961894
CHST4,0.706915374
CRLF1,0.706846819
TFF3,0.706575386
ASPHD1,0.706471086
TRIM59,0.706441018
MYBPH,0.706172273
N4BP3,0.706159156
H2AZ1,0.706111964
CACNA1E,0.705378661
MC4R,0.705195506
ATP2A3,0.705026938
TGM3,0.704863321
CNKSR3,0.704759943
PAX2,0.704080723
ASH2L,0.703943058
PYCARD,0.703356419
CLNS1A,0.703293262
CCDC74A,0.703256558
SLIT3,0.703240522
PLPP5,0.702708017
SQLE,0.702598529
ADM2,0.702262701
FAM13A,0.702066919
HOXB2,0.701986652
NBPF4,0.7016913
MYBPHL,0.70143149
KNDC1,0.701315385
SAPCD2,0.70094484
OBP2B,0.700821072
PYCR3,0.70079341
FAM111B,0.700523863
H2AW,0.700338289
ENAM,0.699963152
SHISA9,0.699862927
CRACD,0.699467344
ADAM8,0.698924998
IL2RB,0.698854099
TMEM63B,0.698267952
CHEK1,0.698111696
TCF19,0.698010522
FSD2,0.697554385
CD34,0.697483096
GNG11,0.697024187
SCN4A,0.696956347
RAB3A,0.696712616
LRRN2,0.696626109
H4-16,0.696469393
LRRTM1,0.696095894
HCN3,0.696050997
REEP4,0.695322694
AMZ1,0.695314995
PSG5,0.695076209
PRR19,0.695001212
C19orf57,0.694618677
FGF1,0.694334416
TIMELESS,0.694246769
KLRG2,0.694158923
H2BC4,0.693586679
MED24,0.693476478
ENTHD1,0.69321103
SORCS1,0.693156044
CCR8,0.693086513
FBXL16,0.692712749
DLX2,0.692639045
CBX4,0.692281351
NETO1,0.69227669
CATIP,0.691829874
TSACC,0.69179612
ZIC4,0.691174126
GRB7,0.691152068
C10orf67,0.691033523
SCN2B,0.690911681
SLC39A8,0.69009989
ARNTL2,0.689920437
MORN3,0.689677295
ATP4B,0.689630194
FTCD,0.689555258
SH3D19,0.689466042
GTSF1,0.689163505
PLEKHD1,0.688825987
NUPR2,0.688600192
TMEFF1,0.688359122
SPAG17,0.68833291
SLC6A17,0.687768956
MCAM,0.687632158
CCT6A,0.686562621
CELA2A,0.686430868
OTUD1,0.686116231
NPFFR2,0.686102836
PSRC1,0.685954673
LSM4,0.685917077
MEGF11,0.685591314
PLET1,0.685408074
PCP4L1,0.685253768
DRGX,0.685011809
PSMB3,0.685003743
ANKRD33,0.684962541
CD52,0.684944479
NKX6-3,0.684793382
CHRNB4,0.684686166
SPTBN1,0.684540343
MASP1,0.684429165
PTH2,0.683840426
DAND5,0.682695861
ERICH4,0.68243853
PRRT3,0.682304003
BMX,0.681993361
ABCB5,0.681623175
AGT,0.681399658
NACC1,0.681336708
BRF2,0.68119237
KIF22,0.680882489
PLEK2,0.68086045
ETNPPL,0.680754611
STARD10,0.680695435
LRFN1,0.680665034
C9orf131,0.680385471
RARA,0.680332086
SLC25A22,0.680281577
SBK1,0.679968245
SERPINB10,0.679421384
DSCAML1,0.679055634
DSCC1,0.678600708
TBC1D3D,0.678075307
TNNT2,0.677842982
RHEBL1,0.676776777
HEATR6,0.676361304
HDGF,0.675973114
GNAT1,0.675616229
PRR15,0.675199874
PCDHAC2,0.674742574
CHTF18,0.674708792
EDDM3A,0.674379569
DRAXIN,0.674220706
ANXA1,0.673755026
OBP2A,0.673702039
CCND1,0.673521057
JAKMIP2,0.673464217
IFI6,0.673241239
FREM1,0.673055067
PRRT2,0.673028351
ALDH2,0.672881753
CDHR1,0.672879998
OR8G5,0.671884255
GPRASP1,0.671856442
FAM189B,0.671832469
MAL2,0.671620104
COL6A6,0.67143838
PIWIL1,0.6711797
OLIG3,0.670917484
SNCB,0.670868929
EBF3,0.670650262
KCNG2,0.670551271
CCL1,0.670472351
SH3BGRL2,0.670430003
ABCA13,0.66995244
KCNK1,0.669930421
TCEAL7,0.66983716
HOXC10,0.669301106
FANCA,0.669175723
LRFN4,0.668710734
CLDN19,0.668589774
GABRB3,0.668483532
PLA2G3,0.668193446
CLDN11,0.66802211
NKAPL,0.667831905
C3orf80,0.667735543
CDX2,0.667322223
CNN1,0.6672405
CLCN1,0.666836234
TEKT3,0.666824565
TBX22,0.666805116
CDC14B,0.666572124
MYH8,0.666334393
KLHDC9,0.666289175
DNMT3B,0.666041572
ADGRG4,0.665891568
SLC13A5,0.665873889
SLC38A5,0.665865297
SIPA1L2,0.665767486
BPIFC,0.665754478
DPEP1,0.665420146
HLF,0.665374422
AGR2,0.66533497
PDZD2,0.665333757
RAB31,0.665209978
FAIM2,0.664977694
CNBD2,0.66490497
SPRR1A,0.664591362
PRKAR2B,0.664456721
CD5L,0.664213051
TRIM15,0.664073092
SLC30A10,0.663638775
QPCT,0.663205893
LANCL2,0.663004701
COA6,0.66285147
CENPN,0.662831729
CD207,0.662763262
TAF7L,0.662651867
ZNF467,0.66258078
PRSS27,0.662562916
ZNF367,0.662454922
ANTKMT,0.662396592
ORC6,0.662194771
TSPAN19,0.661906695
TMEM196,0.661766124
DOCK11,0.661728782
ZNF670-ZNF695,0.661473632
GUCA1A,0.661390681
CARMIL3,0.661292724
SRMS,0.6612498
FOXI3,0.661156586
SHCBP1,0.661135596
GLYCTK,0.661064977
EFNA3,0.660891672
GNAI1,0.66053998
OR52E6,0.659994198
ITSN1,0.659989701
NOTO,0.659621497
DNAH8,0.659256555
AKAP12,0.659174545
SUSD4,0.65906422
