V1,V2
ADAD2,1.20920282
TFPI2,1.206292242
FOXE3,1.202464779
MUC5B,1.201085922
COL9A3,1.200657468
PIRT,1.200070609
SLC9A2,1.199639698
DDC,1.199014868
TECRL,1.198958024
OOSP2,1.197840314
NKX2-4,1.197143145
SLC30A2,1.197037877
MYBL2,1.195398894
VSIG1,1.195096919
DSG4,1.194809456
KRTAP19-2,1.191021853
GPRC6A,1.189595285
SLC6A15,1.189449944
HOXB8,1.188930949
FUT6,1.188068582
TRIM42,1.187576301
SCN2A,1.186751952
SYT7,1.186329946
OR2B6,1.185968274
OR7C1,1.184526601
C8orf74,1.183873633
SLC7A9,1.183781694
GBX1,1.182941634
B3GNT3,1.182821579
DCX,1.182336854
VCX,1.181312674
IL31RA,1.180982128
TDRD5,1.180566173
SHISAL2B,1.180100341
COCH,1.179171237
FABP4,1.178902272
RBFOX1,1.178864804
CEACAM5,1.178083167
CST4,1.177924028
SALL1,1.177520905
UGT2B4,1.177432717
EBF3,1.17694258
PYY,1.176178271
CGREF1,1.17583344
LCE3A,1.175591767
DRP2,1.173991543
KNG1,1.173863105
WNT6,1.173712904
BTBD16,1.172816328
TMEM59L,1.172462296
GMNC,1.172100174
ABCG8,1.170648104
CASKIN1,1.170357078
AADACL3,1.170172001
CNTNAP2,1.169713465
JPH3,1.168207945
ANGPTL3,1.167857806
KCNK2,1.16714695
LRAT,1.166871648
SLC6A17,1.164755668
MNX1,1.163613045
TOP2A,1.161301541
GFAP,1.161222283
TAC3,1.160173217
ELAVL3,1.159841356
FAM177B,1.158761207
SPO11,1.157929338
PRSS33,1.157176831
MMP3,1.156788176
GSG1L2,1.156312472
SLC3A1,1.156217778
WNT16,1.156058993
SLC29A4,1.155688546
GALR2,1.155635811
GAST,1.155535348
NECAB2,1.154952891
GFRA3,1.152301849
SLC16A9,1.150897531
PTPRH,1.15081683
BAIAP2L2,1.150589167
TGM5,1.150443976
APOF,1.149929386
NXPE1,1.148838323
TNS4,1.148430637
KIF5A,1.148299087
KRTAP3-2,1.145947463
RUNDC3A,1.144807228
DMRTA2,1.144619267
SPTB,1.143789307
C2CD4A,1.141308502
SIM1,1.138513895
SRPK3,1.136175406
SSTR5,1.135447513
SMIM32,1.134988049
UPK3A,1.134783126
GLDC,1.131141922
TGM6,1.130855538
CDC6,1.130573434
CAPNS2,1.130177209
DEPDC7,1.129775569
MEIOB,1.129236463
TCHH,1.126146537
